id;name;energy,calculated (kJ);carbohydrate, available (g);fat, total (g);protein, total (g);alcohol (g);fibre, total (g);organic acids, total (g);sugar alcohols (g);starch, total (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);polysaccharides, non-cellulosic, water-soluble (g);fibre, water-insoluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
11092;Whey Powder. For Food Industry;1569;78.0;1.1;11.9;0;0;0;0;0;78.0;0;0;0;78.0;0;0;0;0;1.0;<0.1;0.3;0.6;0;0;<0.1;19;0;0;0;5.0;N/A;790.0;0.9;57.6;1980.0;150.0;1090.0;2777.3;770.0;11.0;1.2;200.0;22.0;4.3;0.9;0.61;2.40;0.50;2.4;5.0;15.0;0;0;0;0
34983;Whey Protein Concentrate;1650;9.0;6.0;75.0;0;0;N/A;0;0;9.0;0;4.5;4.5;0.1;0;0;0;0;5.9;0.2;1.9;3.8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;78.4;199.8;N/A;N/A;N/A;1800.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
6006;Whipped Cream, Sweetened;1401;9.1;32.8;1.9;0;0;<0.1;0;0;9.1;0;0;0;2.8;0;6.3;0;0;31.1;0.8;7.5;21.9;1.0;0.1;0.5;419;125;0;0;66.4;0;65.6;<0.1;9.7;86.3;6.0;26.2;66.9;53.5;1.6;0.3;19.8;6.0;0.4;<0.1;0.02;0.14;0.02;0.2;0.6;284.9;122.9;0.2;0.6;9.86
6043;Whipped Cream, Sweetened, Low-Lactose;1529;8.8;35.6;1.8;0;0;2.5;0;0;8.8;0;1.1;1.1;0.2;0;6.3;0;0;35.1;0.8;8.3;25.2;0.7;0.2;0.4;361;195;0;0;72.2;0;65.6;<0.1;9.7;93.8;6.6;26.2;66.9;58.1;1.8;0.3;21.6;6.6;0.5;<0.1;0.02;0.11;0.02;0.2;0.7;313.6;158.1;0.2;0.7;10.68
31258;Whipped Cream, Unsweetened;1381;3.0;35.0;2.0;0;0;<0.1;0;0;3.0;0;0;0;3.0;0;0;0;0;33.2;0.8;8.0;23.4;1.0;0.1;0.5;448;133;0;0;70.8;0;70.0;<0.1;10.0;92.0;6.4;28.0;71.3;57.0;1.7;0.3;21.2;6.4;0.4;<0.1;0.02;0.15;0.02;0.2;0.6;304.1;131.2;0.2;0.7;10.52
32708;Whipped Cream Spray, Industrial;1013;9.9;21.8;2.2;0;0;0.1;0;0;8.9;0;0;0.3;3.3;0.2;5.0;0;0;20.4;0.4;2.9;16.6;0.5;<0.1;0.2;225;45;0;0;42.9;6.8;79.8;<0.1;12.0;105.8;7.7;30.7;78.3;62.7;1.9;0.3;27.2;5.2;0.5;<0.1;0.03;0.15;0.02;0.2;0.8;182.7;79.8;0.1;0.6;7.97
29066;Whipping Cream, 35% Fat;1381;3.0;35.0;2.0;0;0;<0.1;0;0;3.0;0;0;0;3.0;0;0;0;0;33.2;0.8;8.0;23.4;1.0;0.1;0.5;448;133;0;0;70.8;0;70.0;<0.1;10.0;92.0;6.4;N/A;71.3;57.0;1.7;0.3;21.2;6.4;0.4;<0.1;0.02;0.15;0.02;0.2;0.6;304.1;131.2;0.2;0.7;10.52
631;Whipping Cream, 38% Fat;1488;2.9;38.0;1.9;0;0;0.1;0;0;2.9;0;0;0;2.9;0;0;0;0;36.1;0.9;8.7;25.4;1.1;0.1;0.6;487;145;0;0;77.0;0;70.0;<0.1;10.0;100.0;7.0;28.0;71.3;62.0;1.9;0.3;23.0;7.0;0.5;0.1;0.02;0.17;0.02;0.2;0.7;330.5;142.6;0.2;0.7;11.40
629;Whipping Cream, 38% Fat, Low-Lactose, Ultra-Heat-Treated;1517;2.6;38.0;1.9;0;0;2.6;0;0;2.6;0;1.2;1.2;0.2;0;0;0;0;37.4;0.9;8.9;26.9;0.8;0.2;0.5;385;208;0;0;77.0;0;70.0;<0.1;10.0;100.0;7.0;28.0;71.3;62.0;1.9;0.3;23.0;7.0;0.5;0.1;0.02;0.12;0.02;0.2;0.7;334.7;168.7;0.2;0.8;11.40
29053;White Bread, Baguette, Garlic Butter/Herb Butter Filling;1397;46.7;12.2;7.7;0;2.4;<0.1;0;45.9;0.9;<0.1;0;<0.1;0.1;0.6;0.1;0.6;1.7;11.3;0.8;2.8;7.4;0.3;<0.1;0.6;545;76;0;0;24.6;31.4;20.9;0.7;31.7;123.1;20.7;659.7;1680.9;85.2;6.4;0.6;39.4;21.9;1.9;0.7;0.08;0.06;0.05;0;1.8;93.6;270.6;<0.1;0.5;6.35
31877;White Bread, Carrot Roll, Muhku Porkkanasämpylä, Vaasan;1026;46.0;2.1;8.3;0;3.0;<0.1;0;43.9;2.1;0.6;0;0.6;0;0;0.9;0.8;2.1;1.8;0.7;0.7;0.3;0;0.1;0.6;602;116;0;0;<0.1;39.6;18.1;0.9;6.7;194.3;18.9;470.8;1199.5;78.9;5.0;0.7;86.5;38.6;2.3;1.1;0.08;0.10;0.06;0;0.9;139.5;2389.4;0;0.5;5.72
29789;White Bread, Cheese Baguette;1196;51.8;3.5;9.6;0;2.6;<0.1;0;51.0;0.9;<0.1;0;<0.1;<0.1;0.6;0.1;0.7;1.9;3.1;0.7;0.9;1.4;<0.1;<0.1;0.6;622;74;0;0;2.6;40.0;64.1;0.7;8.2;126.3;24.1;494.3;1259.5;117.9;8.1;0.9;111.4;29.1;2.5;0.9;0.08;0.09;0.05;<0.1;0;9.6;6.7;<0.1;0.4;2.52
1295;White Bread, Dark Wheat Flour, Water;1044;45.4;3.0;8.2;0;3.0;0;0;44.4;1.0;<0.1;0;0.1;0;0.6;0.3;0.6;2.4;2.5;0.8;0.8;0.9;<0.1;<0.1;0.7;700;85;0;0;<0.1;44.3;18.8;1.1;6.5;151.3;35.9;464.0;1182.3;124.1;6.8;1.0;61.0;33.3;3.2;1.8;0.08;0.09;0.14;0;0;0.2;74.2;0;0.8;1.95
31864;White Bread, Flatbread With Cheese, Lapin Pakarin Juustorieskaset, Vaasan;891;36.7;2.7;8.3;0;3.7;0.2;0;35.8;0.8;0.1;0;0.1;<0.1;0.3;0.2;0.6;3.2;2.2;0.5;0.5;1.2;<0.1;<0.1;0.5;460;40;0;0;3.9;34.1;90.4;1.6;6.3;205.1;41.8;388.8;990.7;165.1;6.0;1.3;111.1;18.1;3.1;1.6;0.14;0.08;0.12;0.1;0.7;12.7;129.6;<0.1;0.4;2.56
1107;White Bread, French Bread, Low-Fat Milk, Wheat Flour;1144;53.3;1.6;9.3;0;3.1;<0.1;0;51.0;2.4;<0.1;0;<0.1;1.6;0.6;0.1;0.7;1.9;1.1;0.3;0.3;0.5;0;<0.1;0.3;278;33;0;0;2.1;34.5;53.9;0.7;39.2;165.6;24.6;438.8;1118.0;115.4;5.3;0.8;106.7;22.6;2.3;0.8;0.09;0.11;0.06;0.1;0.2;4.0;5.8;0.3;0.3;0.81
29790;White Bread, Garlic Baguette;1174;53.5;2.6;8.7;0;2.7;<0.1;0;52.6;0.9;<0.1;0;<0.1;0;0.7;0.2;0.7;2.0;2.2;0.7;0.7;0.8;<0.1;<0.1;0.6;622;70;0;0;0.2;41.1;17.7;0.7;7.4;131.4;23.3;469.6;1196.5;92.9;7.2;0.7;96.9;28.6;2.3;0.9;0.09;0.07;0.06;0;0.1;1.9;3.3;<0.1;0.4;1.60
32980;White Bread, Hot Dog Bun, Kohberg, Lidl;1211;54.6;3.4;8.0;0;2.5;<0.1;0;47.3;7.3;<0.1;<0.1;<0.1;<0.1;0.6;6.6;0.6;1.9;3.0;1.1;1.3;0.6;<0.1;0.2;0.9;896;207;0;0;1.1;43.5;15.2;0.7;28.0;121.7;20.1;331.7;845.2;87.2;6.6;0.7;87.8;38.3;2.2;1.0;0.08;0.09;0.05;<0.1;<0.1;9.7;5.4;0.1;0.7;3.19
29260;White Bread, Naan Bread;1155;44.2;6.8;7.7;0;2.2;0.1;0;41.2;3.0;<0.1;0.2;0.2;0.5;0.5;1.5;0.6;1.7;6.4;1.9;2.9;1.6;<0.1;0.4;1.4;1427;432;0;0;4.5;53.9;38.2;0.6;25.9;141.1;20.1;281.7;717.8;101.3;6.3;0.7;87.3;39.5;2.1;1.0;0.08;0.12;0.05;<0.1;0.2;15.8;11.9;<0.1;1.2;6.37
1056;White Bread, Pita Bread;966;46.1;1.0;7.5;0;2.3;0;0;45.3;0.7;<0.1;0;<0.1;0;0.6;0.1;0.6;1.7;0.7;0.4;0.1;0.1;0;<0.1;0.4;397;24;0;0;0;30.7;13.9;0.6;16.7;109.9;18.8;161.7;412.0;79.5;6.3;0.6;83.1;27.9;2.0;0.8;0.07;0.07;0.05;0;0;0.2;2.7;0;0.2;0.62
29801;White Bread, Potato Flatbread, Industrial;973;46.4;1.0;6.9;0;3.1;0.4;0;44.9;1.1;0.2;0;0.2;0;0.4;0.2;0.7;2.2;0.7;0.4;0.1;0.2;0;<0.1;0.4;376;25;0;0;0;31.0;16.3;1.0;5.5;292.0;37.3;508.3;1295.1;110.8;5.5;0.8;88.7;23.5;2.7;1.7;0.12;0.05;0.11;0;3.3;0.6;87.8;0;0.5;1.27
31865;White Bread, Potato Flatbread, Lapin Pakarin Perunarieskaset, Vaasan;895;35.5;4.3;5.2;0;5.0;0.3;0;34.5;0.5;0.2;0;0.2;0;0;0.1;0.6;2.8;3.9;1.2;1.9;0.8;0;0.3;0.9;907;287;0;0;0.1;43.2;13.0;1.5;8.5;284.1;39.0;469.6;1196.5;108.8;3.8;1.0;67.2;22.0;2.4;1.7;0.13;0.04;0.06;0;2.8;0.5;118.6;0;0.8;5.01
32978;White Bread, Pre-Baked Wheat Roll, High-Sodium, Rivercote, Lidl;1062;47.1;3.0;7.7;0;2.5;0;0;44.7;2.4;0.1;0;2.2;0;0;<0.1;0.6;1.8;2.6;0.9;1.2;0.5;0;0.2;0.8;751;183;0;0;<0.1;41.2;13.2;0.8;6.6;111.6;16.4;610.0;1554.3;69.9;5.0;0.6;85.9;29.8;2.1;0.9;0.08;0.07;0.05;0;0;0.2;126.5;0;0.6;2.90
31832;White Bread, Wheat Baguette With Cheese, Fazer;1156;42.0;6.4;11.0;0;2.3;0;0;41.8;0.2;0.1;0;<0.1;0;0;<0.1;0.6;1.6;5.9;1.0;1.9;2.6;0.3;0.2;0.8;803;189;0;0;2.7;48.2;130.6;0.8;8.8;106.5;19.0;561.2;1430.0;133.0;8.1;1.1;143.3;19.0;2.8;0.7;0.08;0.09;0.05;0.2;0;5.4;121.3;<0.1;0.7;4.61
1309;White Bread, Wheat Bread, French Bread, Industrial;1171;56.0;1.2;9.0;0;2.7;0;0;55.1;0.9;<0.1;0;<0.1;0;0.7;0.2;0.7;2.0;0.8;0.5;0.1;0.2;0;<0.1;0.5;483;29;0;0;0;37.3;17.1;0.7;37.6;126.7;22.8;438.8;1118.0;93.4;7.6;0.7;44.0;23.3;2.3;0.9;0.08;0.06;0.05;0;0;0.2;3.3;0;0.3;0.76
31842;White Bread, Wheat Bread, Maalaisleipä, Fazer;1058;50.2;1.0;8.5;0;2.8;0;0;49.9;0.3;0.1;0;<0.1;0;0;<0.1;0.7;2.0;0.7;0.4;0.1;0.1;0;<0.1;0.4;412;25;0;0;0;35.4;13.3;0.9;7.3;120.8;17.5;504.2;1284.6;75.8;5.6;0.7;95.3;27.9;2.2;0.9;0.08;0.07;0.05;0;0;0.2;141.3;0;0.3;0.72
32959;White Bread, Wheat Flour, Olive Oil, High Sodium, Arinaleipä, Leipäaitta, Lidl;1062;47.6;2.8;7.6;0;2.4;0;0;46.0;1.6;0.3;0;0.3;0;0.6;0.5;0.6;1.8;2.3;0.6;1.3;0.4;0;<0.1;0.6;589;34;0;0;0;34.3;17.6;0.7;6.5;115.9;21.5;572.2;1458.0;82.2;6.4;0.6;84.6;30.2;2.0;0.9;0.07;0.07;0.05;0;0;0.2;3.2;0;0.5;1.17
32470;White Bread, Wheat Roll, Evässämpylä, Perheleipurit;1363;60.2;3.4;10.5;0;4.4;0;0;59.7;0.5;0.1;0;0.1;0;<0.1;0.2;0.8;3.4;2.9;1.1;1.2;0.6;0;0.2;0.9;949;192;0;0;<0.1;56.8;17.3;1.5;8.0;184.2;37.2;388.0;988.6;130.5;6.8;1.1;120.6;24.2;3.3;1.6;0.09;0.08;0.10;0;0;0.3;178.0;0;0.7;3.30
32461;White Bread, Wheat Roll, Lounassämpylä, Katri Antell;1194;47.2;6.1;8.3;0;3.4;0;0;46.2;1.0;<0.1;0;<0.1;0;0.6;0.3;0.6;2.3;5.6;1.3;2.1;2.1;<0.1;0.2;1.1;1111;218;0;1;4.8;58.0;19.4;1.1;7.2;143.3;33.6;465.9;1187.1;118.5;7.4;0.9;107.5;23.6;3.0;1.5;0.08;0.07;0.13;<0.1;0;3.3;70.8;<0.1;1.1;4.33
1108;White Bread, Wheat Roll, Low-Fat Milk;1300;52.0;6.7;8.7;0;2.5;<0.1;0;50.3;1.7;<0.1;<0.1;<0.1;0.8;0.6;0.1;0.6;1.9;6.1;2.0;2.7;1.4;<0.1;0.4;1.5;1505;429;0;0;3.5;59.3;35.9;0.7;21.8;142.8;22.6;212.1;540.4;101.8;7.4;0.7;99.0;22.8;2.2;0.8;0.08;0.09;0.05;<0.1;0.1;23.1;10.2;0.4;1.2;6.34
31879;White Bread, Wheat Roll, Perhe Vehnäsämpylä, Vaasan;1161;51.1;3.0;8.9;0;3.8;0;0;50.5;0.6;0.2;0;0.1;0;0.2;0.2;0.8;3.0;2.6;1.0;1.1;0.5;0;0.2;0.8;826;170;0;0;<0.1;49.0;15.9;1.4;7.1;162.2;31.3;465.4;1185.9;112.8;5.9;1.0;105.1;32.7;2.9;1.5;0.12;0.09;0.09;0;0;0.2;153.7;0;0.6;2.90
33100;White Bread, Wheat Roll, Vaalea Lounassämpylä, Vaasan;1310;59.2;3.2;9.6;0;2.9;0;0;58.3;1.0;<0.1;0;<0.1;0;0.7;0.2;0.8;2.2;2.7;0.8;0.9;1.0;<0.1;<0.1;0.7;726;87;0;0;<0.1;47.0;18.7;0.8;8.1;137.7;25.4;431.5;1099.5;100.6;8.0;0.7;106.1;29.6;2.5;1.0;0.09;0.07;0.06;0;0;0.3;3.4;0;0.5;2.00
11733;White Bread, Wheat Roll, Water;999;49.6;2.7;7.9;0;2.4;<0.1;0;48.8;0.8;<0.1;<0.1;<0.1;<0.1;0.6;0.1;0.6;1.8;2.3;0.9;0.9;0.4;<0.1;0.1;0.7;748;147;0;0;0.7;40.6;14.9;0.6;18.7;110.3;19.9;190.3;484.8;81.6;6.7;0.6;88.1;18.0;2.0;0.7;0.07;0.05;0.05;<0.1;<0.1;6.5;4.6;<0.1;0.5;2.36
29793;White Bread, Wheat Roll With Cheese;1200;51.7;3.7;9.5;0;2.6;<0.1;0;50.9;0.9;<0.1;0;<0.1;<0.1;0.6;0.1;0.7;1.9;3.2;0.7;1.0;1.5;<0.1;<0.1;0.6;639;79;0;0;2.6;40.5;64.0;0.7;8.2;126.0;24.0;493.8;1258.1;117.7;8.0;0.8;111.2;29.1;2.5;0.9;0.08;0.09;0.05;<0.1;0;9.8;6.7;<0.1;0.4;2.61
31835;White Bread, Wheat Roll With Cheese, Fazer;1388;49.7;8.6;12.0;0;2.7;0;0;49.4;0.3;0.1;0;<0.1;0;0;<0.1;0.7;1.9;8.0;2.3;3.9;1.8;<0.1;0.6;1.7;1689;564;0;0;2.6;66.9;121.7;0.9;9.7;121.7;20.7;459.8;1171.7;137.5;8.7;1.1;152.6;20.2;3.0;0.8;0.09;0.10;0.05;0.2;0;5.0;142.7;<0.1;1.3;8.29
31872;White Bread, Wheat Roll With Cheese, Vaasan;1216;42.8;7.6;11.0;0;2.4;0.2;0;42.5;0.3;0.1;0;<0.1;<0.1;0;<0.1;0.6;1.7;6.9;1.4;2.7;2.8;<0.1;0.3;1.0;1031;304;0;0;7.8;46.0;161.5;0.8;9.8;118.0;19.7;505.8;1288.8;158.0;8.0;1.2;139.9;29.4;2.9;0.8;0.08;0.12;0.05;0.3;0;25.0;132.1;<0.1;0.8;7.39
31839;White Bread, Wheat Toast, Oululainen Reilu Vehnäviipaleet, Fazer;1126;51.1;2.2;8.8;0;2.9;0;0;50.9;0.3;0.1;0;<0.1;0;0;<0.1;0.7;2.1;1.9;0.8;0.7;0.4;0;0.1;0.6;638;117;0;0;<0.1;41.5;13.3;1.0;7.5;132.3;18.1;465.5;1186.1;82.1;5.7;0.7;98.6;42.1;2.5;1.1;0.09;0.10;0.06;0;0;0.2;143.9;0;0.5;2.02
320;White Cabbage;116;4.1;0.2;1.2;0;2.1;0.2;0;0;4.1;1.7;N/A;1.9;0;0;0.5;0.9;1.1;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;28;48;0;0;0;14.8;42.0;0.4;1.0;320.0;14.0;5.0;12.7;40.0;1.5;0.2;21.0;29.9;0.8;0.4;0.16;0.05;0.07;0;37.4;5.5;218.0;0;<0.1;60.00
33319;White Fish, Pangasius/Hake/Tilapia, Average;324;0;1.1;16.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.2;0.3;0.3;0;0.1;<0.1;76;14;12;65;42.4;0;8.7;0.3;3.3;315.6;27.3;70.0;178.3;194.3;32.4;0.5;206.7;14.0;5.9;2.5;0.18;0.04;0.03;0.8;0;6.7;0;3.8;0.7;0.73
33320;White Fish, Pangasius/Hake/Tilapia, Average, Boiled Without Salt;368;0;1.3;18.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0.2;0.3;0.4;0;0.1;0.1;86;16;13;74;48.2;0;9.8;0.3;3.8;358.7;31.1;79.5;202.6;220.8;36.8;0.5;234.9;11.1;5.4;2.8;0.20;0.04;0.03;0.8;0;6.9;0;4.3;0.8;0.83
33337;White Fish, Pangasius/Hake/Tilapia, Average, Oven-Baked, Without Salt;381;0;1.3;19.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0.3;0.3;0.4;0;0.1;0.1;90;17;14;77;49.9;0;10.2;0.3;3.9;371.4;32.2;82.3;209.8;228.6;38.1;0.6;243.1;12.4;6.3;2.9;0.21;0.04;0.03;0.8;0;7.1;0;4.4;0.9;0.86
32878;White Sauce, Fat-Free Milk, Thickened With Flour And Fat;458;9.4;6.2;3.8;0;0.2;0.2;0;4.4;5.0;<0.1;<0.1;<0.1;5.0;<0.1;<0.1;<0.1;0.2;5.9;1.7;2.9;1.2;<0.1;0.5;1.2;1229;453;0;0;3.7;31.3;124.9;0.1;25.9;172.0;14.2;233.3;594.5;99.4;3.4;0.5;54.4;3.8;0.9;0.2;0.06;0.15;0.03;0.4;0.8;24.1;10.0;1.3;1.1;6.49
1242;White Sauce, Low-Fat Milk, Thickened With Flour;289;9.0;1.7;3.9;0;0.2;0.2;0;3.6;5.4;<0.1;0;<0.1;5.3;<0.1;<0.1;<0.1;0.1;1.7;<0.1;0.4;1.2;<0.1;<0.1;<0.1;56;8;0;0;7.1;2.5;135.1;0.1;27.0;174.8;13.8;217.8;555.1;106.2;3.6;0.5;55.8;3.9;0.9;0.2;0.06;0.17;0.03;0.4;0.8;12.9;9.9;1.1;<0.1;0.42
29044;White Sauce, Low-Fat Milk, Thickened With Flour And Butter;414;8.9;5.2;3.9;0;0.2;0.2;0;3.6;5.3;<0.1;0;<0.1;5.2;<0.1;<0.1;<0.1;0.1;4.9;0.2;1.2;3.4;0.1;<0.1;0.1;100;23;0;0;14.6;2.5;133.2;0.1;42.5;170.9;13.8;487.8;1243.0;105.2;3.5;0.5;54.6;3.9;0.9;0.2;0.06;0.16;0.03;0.4;0.8;40.0;29.4;1.1;0.1;1.20
1239;White Sauce, Low-Fat Milk, Thickened With Flour And Fat;513;9.4;7.7;3.8;0;0.2;0.2;0;4.5;5.0;<0.1;<0.1;<0.1;4.9;<0.1;<0.1;<0.1;0.2;7.4;1.7;3.3;2.2;<0.1;0.5;1.3;1260;462;0;0;9.3;31.6;125.1;0.1;26.2;163.5;13.3;232.7;592.8;100.4;3.4;0.5;53.3;3.8;0.8;0.2;0.06;0.15;0.03;0.4;0.7;35.4;15.6;1.3;1.1;6.73
29045;White Sauce, Low-Fat Milk, Thickened With Flour And Oil;407;9.0;5.0;3.9;0;0.2;0.2;0;3.7;5.3;<0.1;0;<0.1;5.2;<0.1;<0.1;<0.1;0.1;4.8;1.2;2.2;1.4;<0.1;0.3;0.9;865;320;0;0;7.1;22.6;134.1;0.1;42.9;172.6;13.9;467.3;1190.7;105.6;3.5;0.5;54.9;3.9;0.9;0.2;0.06;0.16;0.03;0.4;0.8;12.7;9.8;1.1;0.8;4.76
32879;White Sauce, Whole Milk, Thickened With Flour And Fat;582;9.3;9.6;3.8;0;0.2;0.2;0;4.4;4.9;<0.1;<0.1;<0.1;4.9;<0.1;<0.1;<0.1;0.2;9.0;1.8;3.6;3.4;0.1;0.5;1.3;1271;464;0;0;13.8;31.4;127.9;0.1;25.8;172.0;13.2;233.3;594.5;99.4;3.5;0.5;52.7;5.0;0.8;0.2;0.06;0.15;0.03;0.4;0.6;49.3;22.1;1.3;1.1;7.14
33454;White Sauce With Cheese, Low-Fat Milk, Thickened With Flour And Butter;670;9.3;10.5;6.9;0;0.2;0.2;0;4.8;4.4;<0.1;<0.1;<0.1;4.4;<0.1;<0.1;<0.1;0.2;9.7;1.5;3.6;4.4;0.1;0.4;1.1;1082;398;0;0;18.0;26.6;227.2;0.2;25.5;156.5;16.3;351.4;895.4;195.1;6.8;0.9;98.6;4.9;1.5;0.2;0.06;0.20;0.03;0.6;0.6;61.7;29.1;1.1;1.0;6.67
32560;White Sauce With Spinach, Low-Fat Milk, Thickened With Flour;240;7.1;1.4;3.5;0;0.5;0.2;0;2.9;4.3;<0.1;0;<0.1;4.2;<0.1;<0.1;0.1;0.3;1.4;0.1;0.3;0.9;<0.1;<0.1;<0.1;50;42;0;0;5.5;4.5;128.1;0.4;21.3;258.3;26.1;211.3;538.4;90.6;2.9;0.6;52.9;38.4;1.1;0.4;0.10;0.18;0.05;0.3;10.8;74.4;2017.9;0.9;0.4;70.52
925;White Wine, Dry;287;0.6;0;0.3;9.1;0;0.6;0;0;0.6;0.3;N/A;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.6;9.0;0.3;N/A;61.0;8.0;5.0;12.7;6.0;0.1;<0.1;0;0;<0.1;<0.1;0.01;<0.01;<0.01;0;0;0;0;0;0;N/A
926;White Wine, Sweet;405;6.0;0;0.3;10.0;0;0.6;0;0;6.0;3.3;N/A;2.6;0;0;0.1;0;0;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;0;6.6;44.0;0.3;0.5;29.0;3.2;8.2;20.9;3.5;0.1;<0.1;0;0;<0.1;<0.1;<0.01;<0.01;0;0;0;0;0;0;0;N/A
5002;White Wine And Dill Sauce;450;8.5;4.3;1.7;1.5;0.7;1.5;0;7.0;1.5;0.5;0;0.5;<0.1;<0.1;0.3;0.2;0.4;4.0;0.2;1.0;2.7;<0.1;<0.1;0.1;123;26;0;0;9.3;10.2;16.8;0.4;14.8;97.9;9.8;240.8;613.5;24.2;1.2;0.2;16.7;4.4;0.4;0.2;0.05;0.01;0.02;0;3.4;44.0;429.2;<0.1;0.2;8.03
29766;Wholemeal Rusk, Industrial;1552;62.9;7.3;10.4;0;4.3;0;0;59.8;3.1;<0.1;0;<0.1;0;0.7;2.3;0.8;3.5;6.6;0.9;1.4;3.7;0.6;<0.1;0.8;795;65;0;0;0.2;66.1;22.0;1.4;7.9;196.2;44.0;424.0;1080.3;150.6;8.2;1.2;119.5;34.7;3.4;1.8;0.11;0.09;0.10;0;0;0.3;44.4;0;0.7;4.76
29767;Wholemeal Rusk, Milk, Home-Made;1523;63.1;6.4;10.5;0;4.3;<0.1;0;59.8;3.3;<0.1;0;<0.1;0.2;0.7;2.3;0.8;3.5;5.7;1.1;1.6;2.7;<0.1;0.1;1.0;959;123;0;0;6.0;54.0;25.1;1.4;33.4;200.7;43.4;421.9;1075.1;154.0;8.3;1.2;121.1;34.9;3.4;1.8;0.11;0.10;0.11;<0.1;<0.1;48.8;58.3;0.3;0.7;3.55
34230;Wild Rocket, Sand Rocket;116;2.0;0.7;2.6;0;1.6;N/A;0;0;2.0;0.7;0;0.7;0;0;0.7;N/A;N/A;0.4;0.3;<0.1;<0.1;0;0.2;0.1;130;170;0;0;0;N/A;160.0;1.5;1.0;369.0;47.0;10.0;25.5;52.0;0.3;0.5;36.0;97.0;0.9;0.3;0.07;0.09;0.04;0;15.0;118.2;4979.0;0;0.4;108.60
904;Wine, Average, 8-15% Volume;284;0.5;0;0.3;9.0;0;0.7;0;0;0.5;0.2;N/A;0.2;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;19.0;0.6;2.0;73.0;8.0;3.4;8.7;8.0;0.1;<0.1;0;0.5;0.1;0.1;0.02;0;0;0;0;0;0;0;0;0
905;Wine, Fortified, Sweet, Bitters, Sherry, Vermouth, Madeira, Fruit Wine;657;11.5;0;0.2;15.8;0;N/A;0;0;11.5;4.8;N/A;4.8;0;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.8;0.7;0;93.0;8.6;4.0;10.2;9.4;0.1;<0.1;0;0;0.1;0.1;<0.01;0;0;0;0;0;0;0;0;N/A
936;Wine, Light, 4-5% Volume;256;8.3;<0.1;0.2;3.7;0;0.4;0;0;8.3;0.4;0;0.3;0;0;7.6;0;0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;1;<1;0;0;0;1.4;10.8;0.3;1.4;40.7;4.1;2.2;5.6;4.1;0.1;<0.1;0.2;0;<0.1;<0.1;0.01;<0.01;<0.01;0;1.5;0;0;0;0;0
945;Wine, Mulled;355;8.5;0;0.2;3.1;0;0.5;0;0;8.5;0.2;0;0.2;0;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;15.6;0.5;1.9;55.9;6.1;3.0;7.5;6.1;0.1;<0.1;0;0.4;0.1;0.1;0.02;0;0;0;0;0;0;0;0;0
11069;Wine, Non-Alcoholic;82;4.5;<0.1;0.1;0;0;0.1;0;0;5.3;0.4;0;0.4;0;0;4.5;0;0;<0.1;<0.1;0;<0.1;0;0;0;0;0;0;0;0;6.6;5.6;<0.1;0;17.1;1.0;1.0;2.5;2.7;<0.1;0;0.7;0;<0.1;<0.1;0.13;<0.01;<0.01;0;0.2;0;0;0;0;1.07
