id;name;energy,calculated (kJ);carbohydrate, available (g);fat, total (g);protein, total (g);alcohol (g);fibre, total (g);organic acids, total (g);sugar alcohols (g);starch, total (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);polysaccharides, non-cellulosic, water-soluble (g);fibre, water-insoluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
707;Bacon;1440;0;32.4;14.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.4;3.4;14.5;12.4;<0.1;0.3;3.0;2876;243;0;0;67.2;0;8.0;0.6;3.0;190.0;12.0;980.0;2497.0;110.0;13.5;1.7;130.0;2.0;5.0;2.8;0.30;0.10;0.27;0.7;0;6.2;0;0.5;0.5;0.10
28947;Bacon, Fillet, 18% Fat;946;0.5;18.0;16.0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;0;16.9;2.4;8.0;6.1;<0.1;0.3;2.0;1788;173;20;16;47.3;0.4;13.0;0.6;2.8;207.5;17.4;1000.0;2548.0;120.5;15.3;1.5;195.0;1.6;7.8;4.5;0.32;0.18;0.71;0.6;0;12.9;0;0.4;0.4;2.24
29050;Bacon, Fillet, 18% Fat, Fried;1262;0.7;24.0;21.3;0;0;0;0;0;0.7;0;0;0.7;0;0;0;0;0;22.5;3.2;10.6;8.1;0.1;0.3;2.6;2383;231;27;21;63.1;0.5;17.3;0.7;3.8;276.7;23.3;1333.3;3397.3;160.7;20.5;2.0;260.1;2.1;10.4;6.1;0.42;0.24;0.95;0.8;0;14.6;0;0.5;0.5;2.99
7001;Bacon, Fried;1973;0;44.4;19.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.6;4.6;19.9;17.0;<0.1;0.4;4.0;3940;333;0;0;92.0;0;11.0;0.8;4.1;260.3;16.4;1342.5;3420.6;150.7;18.5;2.3;178.1;2.0;5.4;3.8;0.41;0.12;0.22;0.7;0;7.2;0;0.7;0.7;0.14
34695;Bacon Salad With Egg And Beans, Without Dressing;403;2.4;6.8;5.6;0;1.2;0.2;0;0.5;1.9;0.9;0;0.7;0;<0.1;0.2;0.4;0.7;6.1;0.9;2.9;2.3;<0.1;0.1;0.7;666;94;0;22;84.1;7.0;40.8;0.8;9.9;276.5;17.2;172.8;440.2;85.3;9.7;0.8;74.3;42.1;1.7;0.9;0.13;0.13;0.10;0.5;7.8;85.7;1805.0;0.5;0.8;39.68
32968;Bagel;1069;45.1;4.3;7.3;0;2.3;<0.1;0;42.8;2.2;<0.1;<0.1;<0.1;<0.1;0.5;1.6;0.6;1.7;3.9;1.3;1.7;0.8;<0.1;0.3;1.1;1049;278;0;0;1.5;45.0;14.5;0.6;25.3;116.4;18.5;305.3;777.8;82.4;6.0;0.6;80.5;43.7;2.1;1.0;0.08;0.10;0.05;<0.1;<0.1;13.4;6.1;0.2;0.8;4.14
32970;Bagel, Butter Bagel;1263;40.5;12.0;6.7;0;2.1;0;0;38.4;2.1;<0.1;0;<0.1;0.1;0.5;1.5;0.5;1.6;11.1;0.7;2.8;7.3;0.3;<0.1;0.5;479;70;0;0;24.4;26.0;15.8;0.6;23.0;106.4;16.9;347.2;884.6;78.0;5.4;0.6;73.0;39.5;1.9;0.9;0.07;0.09;0.05;0;0;87.2;64.8;<0.1;0.4;3.05
1150;Bagel, Sweet, Low-Fat Milk;1509;48.8;14.3;7.9;0;1.9;<0.1;0;33.2;15.6;<0.1;0;<0.1;0.5;0.4;14.6;0.5;1.5;13.2;1.6;4.2;6.9;0.2;0.2;1.3;1261;234;0;13;58.7;40.2;32.0;0.8;50.3;136.2;18.2;692.7;1765.1;108.0;8.9;0.8;94.6;61.6;2.4;1.1;0.09;0.17;0.07;0.3;<0.1;152.4;122.1;1.0;1.2;6.65
32839;Baked Apple;266;11.1;1.5;0.2;0;1.7;0.5;0;<0.1;11.0;5.4;<0.1;2.6;<0.1;0;3.0;0.7;1.1;1.4;0.4;0.7;0.3;<0.1;0.1;0.3;308;113;0;0;0.7;24.4;6.1;0.2;1.2;107.2;5.0;5.8;14.8;9.2;<0.1;<0.1;4.4;2.8;0.2;0.1;0.05;0.02;0.02;<0.1;8.7;8.3;84.1;<0.1;0.5;6.31
29306;Baked Banana;735;33.6;3.5;1.1;0;1.6;0.4;0;4.2;29.4;2.4;<0.1;3.9;<0.1;0;23.1;0.6;0.9;3.1;0.9;1.5;0.6;<0.1;0.3;0.6;642;252;0;0;1.4;24.9;6.0;0.9;1.9;315.3;27.6;12.4;31.6;22.5;0.4;0.2;11.5;8.3;0.7;0.6;0.44;0.05;0.03;<0.1;6.1;13.5;29.4;0.2;0.7;3.71
74;Baking Powder;735;37.8;0;5.2;0;0.5;N/A;N/A;37.8;0;0;N/A;0;0;0;0;N/A;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;11300.0;0;0;49.0;9.0;11800.0;30066.4;8400.0;0;2.8;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0
31160;Baking Soda, Bicarbonate Of Soda;0;0;0;0;0;0;N/A;N/A;0;0;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27360.0;69713.3;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Baking Yeast, Fresh;312;1.1;0.4;13.1;0;6.9;N/A;N/A;1.1;0;0;N/A;0;0;0;0;1.5;5.4;0.3;0;0.3;0;0;0;0;0;0;0;0;0;0;12.0;2.1;4.0;640.0;30.0;4.4;11.2;340.0;1.0;4.5;106.0;1250.0;14.1;12.3;0.48;2.00;0.50;0;0;0;0;0;0;0
800;Baltic Herring;504;0;6.1;16.3;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;5.6;2.0;2.0;1.6;<0.1;1.4;0.4;277;125;402;606;77.0;0;327.0;1.2;52.4;379.0;32.0;71.0;180.9;200.0;27.1;2.2;200.0;13.5;5.9;2.6;0.22;0.18;<0.01;13.0;0;8.0;0;15.6;2.0;0.20
8068;Baltic Herring, Boiled;565;0;6.9;18.3;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;6.2;2.2;2.3;1.7;<0.1;1.6;0.5;310;140;451;679;86.3;0;368.6;1.3;92.0;425.5;36.3;593.4;1511.9;225.2;30.4;2.5;224.3;10.6;5.3;2.9;0.25;0.16;<0.01;13.1;0;8.1;0;17.4;2.2;0.22
8007;Baltic Herring, Breaded, Fried;810;3.8;12.0;17.2;0;0.9;<0.1;0;3.7;0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;0.1;0.7;11.2;3.6;4.8;2.7;<0.1;1.9;1.6;1455;561;410;617;81.0;32.9;337.2;1.4;69.8;415.8;39.1;333.4;849.6;225.3;27.9;2.4;210.9;11.3;5.3;2.7;0.24;0.17;0.02;11.3;<0.1;29.5;20.0;16.1;3.1;6.51
29207;Baltic Herring, Fillet;601;0;8.9;16.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.1;3.4;2.6;2.0;0;2.4;0.9;472;174;413;586;88.5;0;87.4;0.8;60.3;390.4;28.2;61.9;157.7;200.0;31.2;2.4;200.0;15.5;7.4;4.1;0.25;0.21;0.01;14.9;0;9.2;0;17.9;2.3;0.23
838;Baltic Herring, Pickled/Salted, Average;474;0;6.0;14.8;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;5.4;1.9;2.0;1.5;<0.1;1.4;0.4;271;123;394;593;59.3;0.3;71.0;0.6;<0.1;270.0;22.0;1443.5;3677.9;200.0;26.6;1.7;418.0;13.2;9.5;2.5;0.27;0.02;<0.01;12.7;0;7.8;0;17.0;1.9;0.20
801;Baltic Herring, Salted;495;0;6.0;16.0;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;5.4;1.9;2.0;1.5;<0.1;1.4;0.4;271;123;394;593;84.7;0;71.0;0.6;55.0;270.0;22.0;5742.1;14630.8;200.0;26.6;1.7;418.0;13.2;9.5;2.5;0.27;0.30;0.03;12.7;0;7.8;0;17.0;1.9;0.20
802;Baltic Herring, Smoked;598;0;7.5;18.8;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;6.8;2.4;2.5;1.9;<0.1;1.8;0.5;340;154;495;745;97.0;0;43.0;0.9;30.0;380.0;29.0;860.0;2191.3;240.0;35.0;1.3;260.0;16.6;7.5;3.2;0.61;0.20;0.02;16.0;0;39.7;0;17.0;2.0;0.25
29249;Baltic Herring Casserole, Potato, Fish Bouillon;340;7.2;2.5;6.9;0;0.5;0.3;0;6.7;0.5;0.2;<0.1;0.2;<0.1;<0.1;<0.1;0.2;0.5;2.3;0.8;0.8;0.6;<0.1;0.5;0.2;175;78;140;209;27.5;4.3;117.0;0.7;29.3;354.4;22.2;238.4;607.4;96.2;10.2;0.9;83.5;11.1;2.4;1.2;0.13;0.07;0.07;3.8;3.2;4.7;29.5;5.5;0.8;0.84
31449;Baltic Herring Casserole, Potato, Industrial, Ready Meal;594;11.7;8.6;3.9;0;0.7;0.4;0;10.2;1.4;0.2;0;0.3;0.8;<0.1;<0.1;0.3;0.7;8.1;1.9;4.0;2.2;<0.1;0.6;1.3;1269;434;36;58;19.9;27.6;59.3;0.6;10.1;359.6;21.7;405.5;1033.3;74.9;4.7;0.5;47.1;13.7;1.3;0.6;0.12;0.07;0.11;1.1;4.3;8.3;59.6;1.5;1.0;6.07
8030;Baltic Herring Casserole, Potato, Low-Fat Milk;481;7.9;5.4;8.2;0;0.5;0.3;0;6.0;1.8;0.2;<0.1;0.2;1.4;<0.1;<0.1;0.2;0.4;5.0;1.0;2.1;1.9;<0.1;0.5;0.5;416;91;119;185;46.1;3.9;139.9;0.8;31.5;372.0;23.9;255.8;651.8;122.9;11.7;1.1;100.1;13.6;2.6;1.2;0.16;0.13;0.09;3.5;3.1;17.8;60.3;5.1;0.8;0.90
29248;Baltic Herring Casserole, Potato, Low-Fat Milk, Without Bacon;401;8.4;3.2;7.6;0;0.5;0.3;0;6.4;2.0;0.2;<0.1;0.2;1.5;<0.1;<0.1;0.2;0.4;2.9;0.8;1.1;1.0;<0.1;0.5;0.3;216;78;128;198;44.0;4.1;149.1;0.8;33.5;382.9;24.6;195.8;499.0;122.8;11.4;1.0;96.8;14.4;2.5;1.1;0.15;0.13;0.09;3.7;3.3;18.6;64.5;5.4;0.8;0.95
8005;Baltic Herring Fillet With Cream, Breaded, Oven-Baked;832;2.1;13.7;16.3;0;<0.1;0.9;0;1.1;1.0;<0.1;<0.1;<0.1;1.0;<0.1;<0.1;<0.1;<0.1;12.6;3.5;3.7;5.0;0.1;2.4;1.0;612;219;401;569;96.2;2.8;110.6;0.8;83.9;413.3;30.6;420.1;1070.3;220.9;31.0;2.4;204.6;16.6;6.7;4.0;0.26;0.24;0.02;14.6;0.1;47.0;22.4;17.4;2.4;1.74
32251;Baltic Herring Fillet With Cream, Oven-Baked;821;1.0;13.9;16.4;0;0;0.9;0;0;1.0;0;<0.1;<0.1;1.0;0;0;0;0;12.7;3.5;3.8;5.1;0.1;2.4;1.0;611;222;407;578;97.7;2.1;112.0;0.8;85.0;417.3;30.6;426.5;1086.7;222.5;31.3;2.5;205.8;16.6;6.8;4.1;0.26;0.24;0.02;14.8;0.1;47.8;22.7;17.7;2.4;1.75
34441;Baltic Herring Fillet With Sour Cream, Oven-Baked;1067;2.1;20.7;15.2;0;0.2;0.4;0;<0.1;2.1;0.7;0;0.6;0.6;0;0.1;<0.1;<0.1;19.0;2.6;5.1;10.9;0.3;1.7;0.8;498;167;277;393;90.2;1.4;199.4;0.7;65.7;347.3;26.7;384.1;978.6;223.3;24.2;2.3;195.0;15.5;5.7;3.0;0.20;0.23;0.02;10.3;2.1;120.0;1631.7;12.1;1.7;8.14
860;Baltic Herring In Dill Or Mustard Sauce;748;0;15.1;11.1;0;0;<0.1;0;0;0;0;0;0;0;0;0;0;0;12.6;4.9;5.9;1.8;<0.1;1.9;2.9;2784;930;296;445;59.3;55.9;56.4;0.5;<0.1;206.2;16.9;1242.6;3166.1;154.1;20.1;1.3;313.5;9.9;7.1;1.9;0.20;0.02;<0.01;9.6;0;5.9;0;12.8;3.0;12.15
8041;Baltic Herring In Tomato Sauce;514;1.2;7.3;12.7;0;<0.1;0.6;0;<0.1;1.2;0.3;0;0.2;0.6;0;<0.1;<0.1;<0.1;6.7;1.5;2.1;3.0;<0.1;1.1;0.3;248;103;296;445;62.7;0.8;257.4;0.9;60.3;324.7;26.3;355.6;906.0;165.0;20.3;1.7;154.8;8.6;4.3;2.2;0.18;0.14;0.01;8.2;1.8;28.6;1735.1;11.5;1.6;1.33
32850;Baltic Herring Jelly;306;0.4;3.3;9.9;0;<0.1;0.5;0;0;0.3;<0.1;0;<0.1;0;0;0.2;<0.1;<0.1;3.0;1.1;1.1;0.8;<0.1;0.8;0.2;150;68;217;327;41.6;0.1;179.5;0.6;41.9;207.4;17.6;248.1;632.2;108.9;14.7;1.2;108.3;5.2;2.6;1.4;0.12;0.08;<0.01;6.3;<0.1;3.9;0.2;8.4;1.1;0.12
8100;Baltic Herring With Cream Cheese;635;0.4;9.7;15.5;0;0.2;0.4;0;<0.1;0.4;<0.1;0.1;0.2;<0.1;0;<0.1;<0.1;<0.1;9.0;2.2;3.2;3.5;<0.1;1.5;0.7;539;225;372;560;79.0;7.3;316.7;1.1;67.0;386.5;32.2;365.5;931.4;194.0;25.3;2.1;190.4;11.5;5.1;2.4;0.22;0.18;0.02;10.3;2.6;35.1;191.5;14.5;2.1;5.31
11135;Bamboo Shoots, Canned;56;0.7;0.2;1.5;0;1.4;N/A;0;0;0.7;N/A;N/A;N/A;0;0;N/A;0.4;1.3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;15.0;13.0;0.4;N/A;530.0;3.0;4.0;10.2;39.0;1.0;1.1;N/A;36.0;0.5;0.5;0.14;0.06;0.09;0;0;0.7;8.0;0;0.6;0
4019;Banana, Deep-Fried;838;21.3;10.8;3.5;0;1.5;0.3;0;11.3;10.0;1.7;0;2.8;0.5;0.1;5.0;0.5;0.9;10.1;3.4;5.6;1.0;<0.1;0.9;2.5;2498;917;0;10;34.8;70.4;46.0;0.9;16.4;271.1;25.6;184.8;470.9;75.0;4.7;0.4;46.7;12.7;1.1;0.6;0.34;0.09;0.04;0.2;3.8;24.3;86.0;0.3;2.4;12.99
11049;Banana, Without Skin;366;18.3;0.4;1.2;0;1.8;0.4;0;4.8;13.5;2.7;N/A;4.4;0;0;6.4;0.7;1.0;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;26;20;0;0;0;11.6;6.2;1.0;1.0;358.4;31.3;5.0;12.7;24.9;0.3;0.2;13.0;12.5;0.9;0.7;0.50;0.06;0.04;0;10.0;1.7;29.7;0;0.2;0.50
28934;Banana, With Skin;244;12.3;0.3;0.8;0;1.2;0.3;0;3.2;9.0;1.8;N/A;2.9;0;0;4.3;0.5;0.7;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;18;13;0;0;0;7.8;4.2;0.7;0.7;240.2;21.0;3.4;8.5;16.7;0.2;0.1;8.7;8.4;0.6;0.5;0.34;0.04;0.03;0;6.7;1.1;19.9;0;0.1;0.34
31559;Banana Cake;1429;36.9;19.1;4.8;0;1.4;0.1;0;16.0;20.7;0.8;<0.1;1.4;<0.1;<0.1;18.4;0.4;0.8;18.0;3.0;7.2;7.5;0.3;0.8;2.1;2100;759;0;18;74.9;70.5;113.2;0.8;11.0;160.7;16.1;198.1;504.8;136.7;7.2;0.5;63.4;15.8;1.3;0.4;0.19;0.09;0.04;0.4;2.1;98.7;195.8;1.8;2.1;13.05
11505;Banana Chip;2149;59.9;29.0;2.0;0;3.0;0;0;37.8;22.1;0.3;0;0.1;0;0;21.7;0.6;0.9;27.1;7.3;14.6;5.3;0;2.2;5.1;5115;2166;0;0;1.0;137.9;7.6;0.9;1.0;318.4;28.3;5.8;14.9;21.7;0.3;0.2;11.3;10.9;0.8;0.6;0.32;0.05;0.03;0;8.7;1.5;25.8;0;4.4;30.51
33267;Banana Chips Coated With Yoghurt;2225;50.9;32.7;7.9;0;1.7;0;0;20.9;30.0;0.2;0;<0.1;11.1;0;18.7;0.3;0.5;31.0;4.6;11.7;12.9;1.8;1.3;3.3;3317;1267;0;0;4.5;130.1;291.7;0.6;32.6;538.7;42.1;226.7;577.7;219.5;4.4;1.1;117.6;16.7;2.5;0.5;0.28;0.49;0.09;0.6;6.1;2.0;18.7;<0.1;3.3;27.09
34491;Banana Egg Pancake;893;9.3;16.6;6.6;0;0.9;0.2;0;2.4;6.9;1.3;0;2.3;0;0;3.2;0.3;0.5;15.1;4.7;8.4;2.0;<0.1;1.2;3.5;3424;1180;0;51;172.6;79.1;32.3;1.3;20.7;243.0;22.1;55.3;140.8;115.4;15.9;0.8;106.9;32.2;1.8;0.4;0.31;0.20;0.07;1.0;3.0;114.0;350.9;1.1;3.6;16.50
6011;Banana Milkshake, Low-Fat Milk, Ice Cream;265;7.8;2.1;2.8;0;0.3;0.2;0;0.7;7.1;0.4;0;0.7;4.1;0;1.9;0.1;0.1;2.0;<0.1;0.5;1.4;<0.1;<0.1;<0.1;32;11;0;0;7.2;1.8;104.5;0.2;12.1;185.2;14.4;35.7;91.0;82.3;2.4;0.4;40.0;5.3;0.9;0.2;0.12;0.17;0.04;0.3;2.5;18.8;15.4;0.8;<0.1;0.54
5008;Barbeque Sauce;2396;2.9;62.2;1.0;0;1.3;1.2;0;0.7;2.0;0.5;<0.1;0.5;0;<0.1;1.0;<0.1;0.1;59.4;21.1;34.3;4.0;<0.1;5.8;15.2;15173;5847;0;0;2.6;376.1;42.0;1.1;0.5;39.7;10.7;548.5;1397.6;30.8;3.5;0.2;3.0;0.5;0.2;0.1;<0.01;<0.01;<0.01;0;0.2;27.0;503.7;0;13.9;83.01
30572;Barbeque Sausage, Average;960;8.4;17.3;10.4;0;0.2;0;0;7.3;1.1;<0.1;0;1.0;<0.1;<0.1;<0.1;<0.1;<0.1;16.8;2.1;8.0;6.7;<0.1;0.2;1.8;1738;188;0;0;32.6;1.3;20.4;1.3;5.6;174.9;16.2;727.9;1854.6;100.3;9.1;0.9;105.4;5.2;3.9;2.2;0.20;0.08;0.21;0.4;0;7.3;2.2;0.2;0.3;6.82
30261;Barbeque Sausage, Boiled;960;8.4;17.3;10.4;0;0.2;0;0;7.3;1.1;<0.1;0;1.0;<0.1;<0.1;<0.1;<0.1;<0.1;16.8;2.1;8.0;6.7;<0.1;0.2;1.8;1738;188;0;0;32.6;1.3;20.4;1.3;5.6;174.9;16.2;727.9;1854.6;100.3;9.1;0.9;105.4;5.2;3.9;2.2;0.20;0.08;0.21;0.4;0;7.3;2.2;0.2;0.3;6.82
34852;Barbeque Sausage, Bratwurst, Fried;1540;<0.1;34.9;14.5;0;0;<0.1;0;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;33.4;5.4;16.0;11.2;0.2;0.8;4.5;4184;642;39;27;55.2;21.6;13.2;0.6;3.2;188.2;14.5;776.5;1978.6;110.3;14.5;1.7;186.8;1.5;9.3;6.2;0.29;0.17;0.67;0.6;<0.1;40.0;4.9;0.7;1.3;7.94
34851;Barbeque Sausage, Bratwurst, Fried Without Fat;1444;0;32.0;15.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.6;4.4;14.5;10.9;0.2;0.5;3.8;3454;314;41;29;56.0;0;13.2;0.6;3.2;197.6;15.1;806.3;2054.4;115.3;15.2;1.8;196.9;1.6;9.8;6.5;0.31;0.18;0.70;0.7;0;23.3;0;0.5;0.6;3.32
30374;Barbeque Sausage, Cheese;977;8.6;15.9;10.0;0;0.1;<0.1;0;7.3;1.3;<0.1;0;1.2;<0.1;<0.1;<0.1;<0.1;<0.1;15.0;1.9;6.6;6.2;<0.1;0.2;1.7;1659;130;2;6;41.6;0.7;58.6;0.7;8.0;142.5;14.8;751.3;1914.3;128.7;8.4;1.1;131.7;5.9;4.8;2.6;0.22;0.10;0.17;0.5;0;18.1;5.9;0.2;0.3;13.60
32796;Barbeque Sausage, Contains Soy Protein, Average;886;2.9;17.5;11.0;0;0.2;0;0;1.9;1.0;<0.1;0;1.0;0;<0.1;<0.1;<0.1;0.1;16.5;2.2;7.5;6.7;<0.1;0.2;1.9;1807;146;5;5;28.7;4.0;15.1;0.9;2.4;279.2;28.9;727.9;1854.8;127.7;8.1;0.9;123.6;6.7;4.2;2.2;0.19;0.11;0.39;0.3;0;4.6;0;0.2;0.3;1.34
7188;Barbeque Sausage, Fried;1173;8.9;22.5;11.0;0;0.2;<0.1;0;7.7;1.2;<0.1;<0.1;1.1;<0.1;<0.1;<0.1;<0.1;<0.1;21.9;3.4;10.5;7.9;<0.1;0.5;2.7;2679;518;0;0;36.5;21.4;22.3;1.3;6.0;185.8;17.2;781.1;1990.1;107.0;9.6;1.0;111.6;5.6;4.1;2.3;0.21;0.09;0.22;0.4;<0.1;24.2;6.8;0.4;1.1;11.65
30342;Barbeque Sausage, Fried Without Fat;1067;9.3;19.2;11.5;0;0.2;0;0;8.1;1.2;<0.1;0;1.2;<0.1;<0.1;<0.1;<0.1;<0.1;18.7;2.3;8.8;7.4;<0.1;0.2;2.0;1931;209;0;0;36.3;1.4;22.7;1.4;6.2;194.4;18.0;808.7;2060.6;111.4;10.1;1.0;117.1;5.8;4.3;2.4;0.22;0.09;0.23;0.4;0;8.1;2.5;0.2;0.3;7.58
30157;Barbeque Sausage, Grilled;1033;9.0;18.6;11.2;0;0.2;0;0;7.8;1.2;<0.1;0;1.1;<0.1;<0.1;<0.1;<0.1;<0.1;18.1;2.3;8.6;7.2;<0.1;0.2;1.9;1868;202;0;0;35.1;1.4;22.0;1.4;6.0;188.1;17.4;782.6;1994.2;107.8;9.8;1.0;113.3;5.6;4.2;2.4;0.21;0.09;0.22;0.4;0;7.8;2.4;0.2;0.3;7.33
32795;Barbeque Sausage, Light, 7% Fat;583;10.3;6.5;9.8;0;0.2;0;0;8.9;1.4;<0.1;0;1.4;0;<0.1;<0.1;<0.1;<0.1;6.2;1.0;3.0;2.1;<0.1;<0.1;0.9;860;69;6;9;36.2;0.5;11.3;0.5;6.9;122.5;12.1;649.4;1654.7;92.0;8.3;0.9;130.7;5.6;5.1;2.9;0.20;0.10;0.23;0.3;0;9.8;<0.1;0.3;0.3;16.34
30321;Barbeque Sausage, Light, Average;697;4.3;10.1;11.7;0;<0.1;0;0;3.2;1.1;<0.1;0;1.0;<0.1;<0.1;<0.1;<0.1;<0.1;9.6;1.3;4.3;3.8;<0.1;0.1;1.1;1061;91;6;7;36.9;0.8;20.4;0.7;4.0;179.3;14.9;659.4;1680.0;103.8;9.9;1.3;147.3;3.8;5.5;3.1;0.24;0.12;0.32;0.5;0;8.3;2.9;0.2;0.3;8.77
34855;Barbeque Sausage, Light, Fried;966;4.9;16.1;13.4;0;<0.1;<0.1;0;3.7;1.2;<0.1;<0.1;1.2;<0.1;<0.1;<0.1;<0.1;<0.1;15.3;2.8;7.1;5.2;<0.1;0.5;2.2;2121;448;7;8;44.3;22.5;24.1;0.8;4.8;205.7;17.2;765.3;1949.9;119.6;11.3;1.5;168.4;4.3;6.3;3.6;0.27;0.14;0.36;0.6;<0.1;27.4;8.2;0.5;1.1;14.82
34856;Barbeque Sausage, Light, Fried Without Fat;840;5.2;12.2;14.1;0;<0.1;0;0;3.9;1.3;<0.1;0;1.2;<0.1;<0.1;<0.1;<0.1;<0.1;11.5;1.6;5.2;4.6;<0.1;0.1;1.4;1279;109;7;8;44.5;0.9;24.6;0.9;4.9;216.0;18.0;794.4;2024.2;125.1;11.9;1.6;177.5;4.5;6.6;3.8;0.28;0.14;0.38;0.6;0;10.0;3.5;0.3;0.4;10.57
30326;Barbeque Sausage, Light, Grilled;750;4.6;10.9;12.6;0;<0.1;0;0;3.5;1.1;<0.1;0;1.1;<0.1;<0.1;<0.1;<0.1;<0.1;10.3;1.4;4.6;4.1;<0.1;0.1;1.2;1141;98;6;7;39.7;0.8;22.0;0.8;4.3;192.8;16.1;709.0;1806.5;111.6;10.6;1.4;158.4;4.0;5.9;3.3;0.25;0.13;0.34;0.5;0;8.9;3.1;0.3;0.3;9.43
30332;Barbeque Sausage, Light, Oven Baked;750;4.6;10.9;12.6;0;<0.1;0;0;3.5;1.1;<0.1;0;1.1;<0.1;<0.1;<0.1;<0.1;<0.1;10.3;1.4;4.6;4.1;<0.1;0.1;1.2;1141;98;6;7;39.7;0.8;22.0;0.8;4.3;192.8;16.1;709.0;1806.5;111.6;10.6;1.4;158.4;4.0;5.9;3.3;0.25;0.13;0.34;0.5;0;8.9;3.1;0.3;0.3;9.43
30573;Barbeque Sausage, Meaty, Average;1051;0.8;22.0;13.1;0;<0.1;0;0;<0.1;0.8;0;0;0.8;<0.1;0;0;<0.1;<0.1;20.9;2.4;10.1;8.3;<0.1;0.2;2.1;2003;187;0;0;38.7;1.0;16.6;0.9;2.3;223.2;18.4;701.5;1787.5;120.9;12.0;1.6;150.9;2.6;5.6;3.2;0.27;0.13;0.41;0.6;0;7.0;4.4;0.2;0.3;1.74
30370;Barbeque Sausage, Meaty, Cheese;942;1.0;19.0;13.1;0;<0.1;0.1;0;<0.1;1.0;0;0;1.0;<0.1;0;0;<0.1;<0.1;17.8;2.1;7.6;7.8;0.1;0.2;1.8;1714;148;5;5;40.6;0.8;76.5;0.8;3.8;206.5;19.0;770.6;1963.4;154.6;12.1;1.8;165.0;3.4;5.8;3.0;0.26;0.15;0.39;0.7;0;17.6;9.6;0.2;0.4;2.96
34853;Barbeque Sausage, Meaty, Fried;1371;0.9;29.8;15.0;0;<0.1;<0.1;0;<0.1;0.9;0;<0.1;0.9;<0.1;0;0;<0.1;<0.1;28.3;4.0;13.7;10.4;<0.1;0.6;3.3;3197;557;0;0;46.3;22.8;19.7;1.1;2.8;255.9;21.1;813.5;2072.8;139.1;13.7;1.8;172.5;3.0;6.4;3.6;0.31;0.15;0.47;0.7;<0.1;25.9;9.9;0.5;1.2;6.79
34854;Barbeque Sausage, Meaty, Fried Without Fat;1266;0.9;26.6;15.8;0;<0.1;0;0;<0.1;0.9;0;0;0.9;<0.1;0;0;<0.1;<0.1;25.2;2.9;12.1;10.0;<0.1;0.3;2.5;2414;225;0;0;46.6;1.2;20.0;1.1;2.8;269.0;22.1;845.2;2153.7;145.6;14.5;1.9;181.8;3.1;6.8;3.8;0.32;0.16;0.50;0.7;0;8.5;5.3;0.3;0.4;2.10
